,Timestep,Neural,Maximum,Greedy,Lazy,e-Neural,greedy
847,848.0,772.0515159,51.85458936,51.94475994,773.0172737,73.17675764,
848,849.0,772.9733612,51.87800289,51.95228444,773.9403789,73.15850033,
849,850.0,773.8952065,51.87588354,51.94821661,774.8634841,73.1285664,
850,851.0,774.8170519,51.87163754,51.93518898,775.7865895,73.10556108,
851,852.0,775.7388974,51.86070637,51.93086782,776.7096949,73.12423856,
852,853.0,776.6607429,51.85968583,51.94972436,777.6328003,73.12741279,
853,854.0,777.5825885,51.87570001,51.93998797,778.5559059,73.12384989,
854,855.0,778.5044342,51.8806751,51.93740222,779.4790115,73.12660225,
855,856.0,779.42628,51.90589339,51.93511724,780.4021172,73.12134555,
856,857.0,780.3481258,51.89393797,51.92835989,781.325223,73.10377526,
857,858.0,781.2699717,51.88132515,51.92003088,782.2483289,73.0742376,
858,859.0,782.1918177,51.87315139,51.94475276,783.1714348,73.08485568,
859,860.0,783.1136638,51.87301913,51.97133117,784.0945408,73.05919951,
860,861.0,784.0355099,51.86666311,51.96618364,785.0176469,73.07578097,
861,862.0,784.9573561,51.86412054,52.00612379,785.940753,73.17513022,
862,863.0,785.8792024,51.8501997,51.99780647,786.8638592,73.15677535,
863,864.0,786.8010487,51.85936303,51.9861841,787.7869655,73.15400605,
864,865.0,787.7228951,51.85735766,51.9837039,788.7100718,73.14150466,
865,866.0,788.6447416,51.86015063,51.98286381,789.6331783,73.13822222,
866,867.0,789.5665881,51.85219733,51.97947599,790.5562847,73.13571394,
867,868.0,790.4884348,51.88826213,52.00280061,791.4793913,73.1825158,
868,869.0,791.4102815,51.88298165,52.00219963,792.4024979,73.20406962,
869,870.0,792.3321282,51.87754821,51.99065169,793.3256046,73.21557608,
870,871.0,793.2539751,51.86406314,51.97738925,794.2487114,73.22006837,
871,872.0,794.175822,51.8703566,51.96690692,795.1718183,73.23345241,
872,873.0,795.0976689,51.88218005,51.96984983,796.0949252,73.22132038,
873,874.0,796.019516,51.8778751,51.99653967,797.0180321,73.22884794,
874,875.0,796.9413631,51.86975413,52.00118875,797.9411392,73.24876106,
875,876.0,797.8632103,51.86957891,52.00163494,798.8642463,73.24353874,
876,877.0,798.7850575,51.86528106,51.99613056,799.7873535,73.24559744,
877,878.0,799.7069048,51.86366238,52.00001683,800.7104607,73.23602937,
878,879.0,800.6287522,51.88672821,51.99826538,801.6335681,73.24793903,
879,880.0,801.5505997,51.87729399,52.04585747,802.5566754,73.25275199,
880,881.0,802.4724472,51.8839253,52.05155289,803.4797829,73.24339483,
881,882.0,803.3942948,51.87922932,52.04747362,804.4028904,73.23408352,
882,883.0,804.3161424,51.8893068,52.05125049,805.325998,73.21828844,
883,884.0,805.2379901,51.89775549,52.05401075,806.2491056,73.20121217,
884,885.0,806.1598379,51.9093594,52.05200646,807.1722134,73.19186106,
885,886.0,807.0816858,51.91632114,52.03993142,808.0953211,73.17101056,
886,887.0,808.0035337,51.90731284,52.02807825,809.018429,73.16138895,
887,888.0,808.9253817,51.91556504,52.01913924,809.9415369,73.13915155,
888,889.0,809.8472297,51.90986482,52.00912921,810.8646449,73.18288145,
889,890.0,810.7690778,51.91070361,52.00452332,811.7877529,73.17379344,
890,891.0,811.690926,51.90079775,52.00232889,812.710861,73.19054995,
891,892.0,812.6127743,51.90783222,52.00151625,813.6339692,73.16307864,
892,893.0,813.5346226,51.90525118,52.00063906,814.5570775,73.14382279,
893,894.0,814.4564709,51.92476571,51.99059428,815.4801858,73.23603913,
894,895.0,815.3783194,51.94051642,52.02001276,816.4032941,73.22499085,
895,896.0,816.3001679,51.94906657,52.01599637,817.3264026,73.2288565,
896,897.0,817.2220164,51.95055762,52.01855531,818.249511,73.20652801,
897,898.0,818.1438651,51.9482933,52.01150007,819.1726196,73.2133435,
898,899.0,819.0657137,51.95170407,52.00511971,820.0957282,73.22071078,
899,900.0,819.9875625,51.95162646,51.99339515,821.0188369,73.18964999,
900,901.0,820.9094113,51.94205833,52.05509144,821.9419456,73.17050897,
901,902.0,821.8312602,51.97046814,52.06798178,822.8650545,73.16142309,
902,903.0,822.7531091,51.9693083,52.06354498,823.7881633,73.13365524,
903,904.0,823.6749581,51.967188,52.08279696,824.7112723,73.10992926,
904,905.0,824.5968072,51.98700938,52.07960189,825.6343812,73.10812921,
905,906.0,825.5186563,52.01331611,52.06249573,826.5574903,73.10670043,
906,907.0,826.4405055,52.01449626,52.06029066,827.4805994,73.0950107,
907,908.0,827.3623548,52.01430061,52.04873123,828.4037086,73.09205329,
908,909.0,828.2842041,52.00826995,52.03547972,829.3268178,73.07833077,
909,910.0,829.2060534,52.02596846,52.05379426,830.2499271,73.10459979,
910,911.0,830.1279029,52.02115797,52.04443923,831.1730365,73.08147753,
911,912.0,831.0497524,52.02934434,52.0452333,832.0961459,73.06530073,
912,913.0,831.9716019,52.02503195,52.03944664,833.0192554,73.09262383,
913,914.0,832.8934515,52.01484001,52.08506539,833.9423649,73.12912937,
914,915.0,833.8153012,52.01234745,52.09590213,834.8654745,73.10740187,
915,916.0,834.7371509,52.02664005,52.09575073,835.7885842,73.10324597,
916,917.0,835.6590007,52.05545125,52.08753918,836.7116939,73.08205281,
917,918.0,836.5808506,52.26415671,52.07451625,837.6348037,73.07960868,
918,919.0,837.5027005,52.25771111,52.07828406,838.5579135,73.06805546,
919,920.0,838.4245504,52.26813274,52.07446008,839.4810234,73.10075749,
920,921.0,839.3464005,52.28472181,52.06929047,840.4041334,73.09183359,
921,922.0,840.2682506,52.28078963,52.07400159,841.3272434,73.07487168,
922,923.0,841.1901007,52.27381499,52.06735247,842.2503534,73.07471694,
923,924.0,842.1119509,52.26434148,52.07993057,843.1734636,73.06419699,
924,925.0,843.0338012,52.25546829,52.07362897,844.0965737,73.0674593,
925,926.0,843.9556515,52.24643686,52.07105349,845.019684,73.02999073,
926,927.0,844.8775019,52.2503757,52.09584265,845.9427943,73.01241217,
927,928.0,845.7993523,52.23962267,52.09746978,846.8659046,73.08036665,
928,929.0,846.7212028,52.24171691,52.13652901,847.7890151,73.08021209,
929,930.0,847.6430533,52.24000236,52.12601303,848.7121255,73.07672018,
930,931.0,848.5649039,52.24706475,52.11788705,849.6352361,73.08892107,
931,932.0,849.4867546,52.24807599,52.17813715,850.5583466,73.13429656,
932,933.0,850.4086053,52.24380209,52.19011174,851.4814573,73.13865662,
933,934.0,851.3304561,52.23416337,52.18082182,852.404568,73.12100522,
934,935.0,852.2523069,52.23209082,52.17581091,853.3276787,73.11602167,
935,936.0,853.1741578,52.24934956,52.16108007,854.2507895,73.12589934,
936,937.0,854.0960087,52.24209362,52.15539936,855.1739004,73.09983895,
937,938.0,855.0178597,52.24329073,52.15325357,856.0970113,73.11607774,
938,939.0,855.9397108,52.23504066,52.16096961,857.0201223,73.09905864,
939,940.0,856.8615619,52.22514628,52.16573606,857.9432333,73.15349317,
940,941.0,857.7834131,52.22446784,52.19680424,858.8663444,73.16762284,
941,942.0,858.7052643,52.23215323,52.20387293,859.7894555,73.16945066,
942,943.0,859.6271156,52.23623923,52.2161523,860.7125667,73.15332817,
943,944.0,860.5489669,52.23582479,52.23241696,861.635678,73.13865183,
944,945.0,861.4708183,52.2348983,52.23509316,862.5587893,73.13418556,
945,946.0,862.3926697,52.2284134,52.24285047,863.4819006,73.1975618,
946,947.0,863.3145212,52.24738666,52.2566372,864.405012,73.21126878,
947,948.0,864.2363727,52.25573095,52.33627457,865.3281235,73.31681168,
948,949.0,865.1582243,52.24663422,52.32767241,866.251235,73.30939979,
949,950.0,866.080076,52.23707831,52.37012133,867.1743466,73.34604617,
950,951.0,867.0019277,52.24683965,52.35483883,868.0974582,73.32642272,
951,952.0,867.9237794,52.25235892,52.34351771,869.0205699,73.30672333,
952,953.0,868.8456312,52.2424073,52.34272894,869.9436816,73.32868728,
953,954.0,869.7674831,52.2342606,52.34394394,870.8667934,73.31082377,
954,955.0,870.689335,52.22904817,52.33640567,871.7899052,73.35313914,
955,956.0,871.611187,52.22324558,52.33663699,872.7130171,73.33458116,
956,957.0,872.533039,52.21608603,52.34425487,873.6361291,73.34335362,
957,958.0,873.4548911,52.22396088,52.34340385,874.559241,73.31405816,
958,959.0,874.3767432,52.21154674,52.35300844,875.4823531,73.36053874,
959,960.0,875.2985954,52.22966539,52.3976528,876.4054652,73.33868694,
960,961.0,876.2204476,52.22354604,52.38785192,877.3285773,73.32310768,
961,962.0,877.1422999,52.21148172,52.38447525,878.2516895,73.31261304,
962,963.0,878.0641522,52.24146432,52.41825166,879.1748018,73.31660336,
963,964.0,878.9860046,52.24057122,52.42385886,880.0979141,73.30758158,
964,965.0,879.907857,52.22978531,52.42129915,881.0210264,73.29398117,
965,966.0,880.8297095,52.25388661,52.41970768,881.9441388,73.28059865,
966,967.0,881.751562,52.26196138,52.4143682,882.8672512,73.28562699,
967,968.0,882.6734146,52.26307817,52.40242003,883.7903637,73.30172162,
968,969.0,883.5952673,52.25915059,52.40662126,884.7134763,73.29338762,
969,970.0,884.5171199,52.26183702,52.39250838,885.6365889,73.26491575,
970,971.0,885.4389727,52.2540143,52.38291455,886.5597015,73.28093593,
971,972.0,886.3608255,52.27456542,52.38058326,887.4828142,73.2862159,
972,973.0,887.2826783,52.2730804,52.37763426,888.405927,73.28661613,
973,974.0,888.2045312,52.26406929,52.37690727,889.3290398,73.28105955,
974,975.0,889.1263841,52.26813583,52.37676259,890.2521526,73.2849643,
975,976.0,890.0482371,52.26455502,52.37309644,891.1752655,73.25931016,
976,977.0,890.9700901,52.26711795,52.37266532,892.0983785,73.24524024,
977,978.0,891.8919432,52.26785522,52.40875519,893.0214915,73.22197181,
978,979.0,892.8137963,52.26044882,52.41452725,893.9446045,73.21718916,
979,980.0,893.7356495,52.27443202,52.41153693,894.8677176,73.19011057,
980,981.0,894.6575027,52.29009667,52.40243771,895.7908307,73.19289866,
981,982.0,895.579356,52.27812507,52.40181423,896.7139439,73.22447363,
982,983.0,896.5012093,52.28814416,52.40049407,897.6370572,73.21206792,
983,984.0,897.4230627,52.33857109,52.41257928,898.5601704,73.19944251,
984,985.0,898.3449161,52.36259889,52.40400521,899.4832838,73.1769556,
985,986.0,899.2667696,52.35458824,52.39387443,900.4063971,73.19210666,
986,987.0,900.1886231,52.36031401,52.41295078,901.3295106,73.17969866,
987,988.0,901.1104766,52.36459007,52.40843815,902.252624,73.17142714,
988,989.0,902.0323303,52.36834358,52.40050862,903.1757376,73.16574709,
989,990.0,902.9541839,52.37411339,52.41007957,904.0988511,73.15875474,
990,991.0,903.8760376,52.38422866,52.44385475,905.0219647,73.14376315,
991,992.0,904.7978914,52.39500248,52.45047672,905.9450784,73.13322746,
992,993.0,905.7197452,52.38312573,52.44773953,906.8681921,73.23151292,
993,994.0,906.641599,52.37623697,52.45149778,907.7913059,73.25893854,
994,995.0,907.5634529,52.36805772,52.45227518,908.7144197,73.25742703,
995,996.0,908.4853068,52.40369301,52.44823505,909.6375335,73.25016001,
996,997.0,909.4071608,52.39058335,52.44894284,910.5606474,73.29473202,
997,998.0,910.3290148,52.40872877,52.43485921,911.4837613,73.27825404,
998,999.0,911.2508689,52.41113759,52.4331587,912.4068753,73.27567576,
999,1000.0,912.172723,52.4108248,52.44384487,913.3299893,73.27549312,
1000,,,,,,,0.7008275087957647
1001,,,,,,,1.4125919658591015
1002,,,,,,,2.0855723087501534
1003,,,,,,,2.6830061376707954
1004,,,,,,,3.2755006194888394
1005,,,,,,,3.759648220449605
1006,,,,,,,4.294924538507436
1007,,,,,,,4.725106473246232
1008,,,,,,,5.230728324023275
1009,,,,,,,5.686532420900975
1010,,,,,,,6.143029133088487
1011,,,,,,,6.590423603927306
1012,,,,,,,7.05655671324199
1013,,,,,,,7.502594300401508
1014,,,,,,,8.011038736033127
1015,,,,,,,8.487725188821159
1016,,,,,,,8.953721519945704
1017,,,,,,,9.435589550404414
1018,,,,,,,9.943922373232176
1019,,,,,,,10.406642814342819
1020,,,,,,,10.993246413250406
1021,,,,,,,11.459950077232092
1022,,,,,,,11.99138346395751
1023,,,,,,,12.522383233221165
1024,,,,,,,13.03287861618489
1025,,,,,,,13.557898671629403
1026,,,,,,,14.227228344721249
1027,,,,,,,14.59524779954277
1028,,,,,,,15.144044824431388
1029,,,,,,,15.766274985690917
1030,,,,,,,16.318805245379483
1031,,,,,,,16.847000197970566
1032,,,,,,,17.5240002999292
1033,,,,,,,18.09802913849908
1034,,,,,,,18.62902042765647
1035,,,,,,,19.361502375039596
1036,,,,,,,19.828174406495332
1037,,,,,,,20.349498694636956
1038,,,,,,,21.18165248389079
1039,,,,,,,21.729910318016163
1040,,,,,,,22.333243527527713
1041,,,,,,,22.789001085186833
1042,,,,,,,23.368704149441538
1043,,,,,,,23.80463740320291
1044,,,,,,,24.263152832086394
1045,,,,,,,24.79619922770235
1046,,,,,,,25.35729957485279
1047,,,,,,,25.67863924894285
1048,,,,,,,26.22690956940078
1049,,,,,,,26.587949955296423
1050,,,,,,,27.014621813203796
1051,,,,,,,27.574505028949545
1052,,,,,,,27.852253118090406
1053,,,,,,,28.53745535295381
1054,,,,,,,29.20585460917664
1055,,,,,,,29.535015506430707
1056,,,,,,,30.155694374730434
1057,,,,,,,30.575950911305842
1058,,,,,,,31.033354667535924
1059,,,,,,,31.436113816180818
1060,,,,,,,31.71342817790087
1061,,,,,,,32.08401789974313
1062,,,,,,,32.646712923436034
1063,,,,,,,33.02624654776155
1064,,,,,,,33.24505788310496
1065,,,,,,,33.55921115269556
1066,,,,,,,34.00515870201417
1067,,,,,,,34.505406170256016
1068,,,,,,,34.88593631142626
1069,,,,,,,35.495665056336726
1070,,,,,,,35.8689116262598
1071,,,,,,,36.098860324515826
1072,,,,,,,36.590420733891676
1073,,,,,,,36.93151627434573
1074,,,,,,,37.326317456770894
1075,,,,,,,37.794340013073636
1076,,,,,,,38.235687654484146
1077,,,,,,,38.5909765064375
1078,,,,,,,38.73073077601743
1079,,,,,,,38.95710248765317
1080,,,,,,,39.399225708387156
1081,,,,,,,39.712420404879474
1082,,,,,,,39.98466985810539
1083,,,,,,,40.32579162455312
1084,,,,,,,40.713708481102735
1085,,,,,,,40.98775962946525
1086,,,,,,,41.2074038769167
1087,,,,,,,41.49644370642233
1088,,,,,,,41.71717019108006
1089,,,,,,,41.928637516672325
1090,,,,,,,42.121723319427254
1091,,,,,,,42.323168908225135
1092,,,,,,,42.61028757862305
1093,,,,,,,42.76981047928316
1094,,,,,,,42.921829957960966
1095,,,,,,,43.01292846237885
1096,,,,,,,43.22487627592573
1097,,,,,,,43.57711465537971
1098,,,,,,,43.699516252326895
1099,,,,,,,43.858403861540594
1100,,,,,,,44.03487103302843
1101,,,,,,,44.31532325726809
1102,,,,,,,44.599589919053976
1103,,,,,,,45.04535258597688
1104,,,,,,,45.37595450506293
1105,,,,,,,45.74528483878572
1106,,,,,,,45.99017715178497
1107,,,,,,,46.27818608687553
1108,,,,,,,46.45599916523507
1109,,,,,,,46.63996385080257
1110,,,,,,,46.96309115290453
1111,,,,,,,47.15962000861083
1112,,,,,,,47.2913455448834
1113,,,,,,,47.738619461703315
1114,,,,,,,47.900049568510696
1115,,,,,,,48.18838366632242
1116,,,,,,,48.505497348946626
1117,,,,,,,48.86419868842768
1118,,,,,,,49.018422707607904
1119,,,,,,,49.14973441448754
1120,,,,,,,49.24821866142887
1121,,,,,,,49.34101391871728
1122,,,,,,,49.53875643338739
1123,,,,,,,49.76363996995657
1124,,,,,,,49.99819118793647
1125,,,,,,,50.20993467865346
1126,,,,,,,50.35356740386696
1127,,,,,,,50.75539359707933
1128,,,,,,,50.915020659858264
1129,,,,,,,51.115693862006175
1130,,,,,,,51.34549429337547
1131,,,,,,,51.60724923479902
1132,,,,,,,51.77580275312413
1133,,,,,,,51.88439503346936
1134,,,,,,,52.18760326323743
1135,,,,,,,52.26315346474994
1136,,,,,,,52.300576034353256
1137,,,,,,,52.456077818661974
1138,,,,,,,52.63493603828915
1139,,,,,,,52.91415509202216
1140,,,,,,,52.916982868423794
1141,,,,,,,53.013554779470155
1142,,,,,,,53.26589301780977
1143,,,,,,,53.646671537265924
1144,,,,,,,53.86314039001322
1145,,,,,,,54.09143202791762
1146,,,,,,,54.250861852206455
1147,,,,,,,54.4598879641419
1148,,,,,,,54.69912018887252
1149,,,,,,,54.810891735261514
1150,,,,,,,54.99300331326067
1151,,,,,,,55.13319863797055
1152,,,,,,,55.28757180427689
1153,,,,,,,55.38010925713304
1154,,,,,,,55.59495126443655
1155,,,,,,,55.754813573570466
1156,,,,,,,56.1319897956044
1157,,,,,,,56.23245631304166
1158,,,,,,,56.233790772016505
1159,,,,,,,56.27237745063057
1160,,,,,,,56.33077546728911
1161,,,,,,,56.53851028362495
1162,,,,,,,56.711059085046045
1163,,,,,,,56.74153948038191
1164,,,,,,,56.8571735569607
1165,,,,,,,56.935525934088375
1166,,,,,,,57.0427347721426
1167,,,,,,,57.12111020903223
1168,,,,,,,57.238456237163
1169,,,,,,,57.402780020349994
1170,,,,,,,57.60470976548484
1171,,,,,,,57.716053186214694
1172,,,,,,,57.872129512355805
1173,,,,,,,58.014151386735854
1174,,,,,,,58.27435858102726
1175,,,,,,,58.405493442622095
1176,,,,,,,58.61077983273331
1177,,,,,,,58.70482428179723
1178,,,,,,,58.80071857074929
1179,,,,,,,58.880394779282575
1180,,,,,,,59.009110317545655
1181,,,,,,,59.111106955036135
1182,,,,,,,59.18742960222184
1183,,,,,,,59.2718803947948
1184,,,,,,,59.380337972196905
1185,,,,,,,59.47535830557781
1186,,,,,,,59.501851381233756
1187,,,,,,,59.59960888539838
1188,,,,,,,59.652948735820104
1189,,,,,,,59.75980977750606
1190,,,,,,,59.86581121423325
1191,,,,,,,59.90089548453979
1192,,,,,,,60.04074286410416
1193,,,,,,,60.081440668545525
1194,,,,,,,60.17953816926341
1195,,,,,,,60.3471247880874
1196,,,,,,,60.49511422359802
1197,,,,,,,60.60143384725057
1198,,,,,,,60.7034194438782
1199,,,,,,,60.75273014016471
1200,,,,,,,60.80173654669931
1201,,,,,,,61.147647960161535
1202,,,,,,,61.242717201360485
1203,,,,,,,61.30815291694308
1204,,,,,,,61.37216664949352
1205,,,,,,,61.58945972922711
1206,,,,,,,61.69721499174697
1207,,,,,,,61.934807616426866
1208,,,,,,,62.09521635818532
1209,,,,,,,62.14327609861389
1210,,,,,,,62.210969462062124
1211,,,,,,,62.35329648153091
1212,,,,,,,62.41687176960408
1213,,,,,,,62.78896198403698
1214,,,,,,,62.87927769995556
1215,,,,,,,62.91002454397513
1216,,,,,,,63.042266741744115
1217,,,,,,,63.02253081645172
1218,,,,,,,63.14228624409968
1219,,,,,,,63.23468967680251
1220,,,,,,,63.37976956956514
1221,,,,,,,63.57526988379544
1222,,,,,,,63.649789389473256
1223,,,,,,,63.80598501684519
1224,,,,,,,63.87542484640994
1225,,,,,,,63.91770992347693
1226,,,,,,,63.892896746242236
1227,,,,,,,63.9950509947923
1228,,,,,,,64.04578123496643
1229,,,,,,,64.10515019130499
1230,,,,,,,64.24478219920297
1231,,,,,,,64.34984134190952
1232,,,,,,,64.40070117700785
1233,,,,,,,64.49557395138925
1234,,,,,,,64.6102802508057
1235,,,,,,,64.6511871333829
1236,,,,,,,64.72163137001041
1237,,,,,,,64.75835297257447
1238,,,,,,,64.85751987667862
1239,,,,,,,64.9381582991489
1240,,,,,,,65.15914507959654
1241,,,,,,,65.2812937498468
1242,,,,,,,65.44711369517312
1243,,,,,,,65.55402124620174
1244,,,,,,,65.57762468183695
1245,,,,,,,65.60984193327701
1246,,,,,,,65.61856341909456
1247,,,,,,,65.69982560653632
1248,,,,,,,65.80775995419513
1249,,,,,,,65.89371495957299
1250,,,,,,,65.89362021257395
1251,,,,,,,65.96113156211193
1252,,,,,,,66.00253616158932
1253,,,,,,,66.0932641045939
1254,,,,,,,66.11692486024266
1255,,,,,,,66.19130785591318
1256,,,,,,,66.25927163460156
1257,,,,,,,66.24139839481289
1258,,,,,,,66.33264116522851
1259,,,,,,,66.4208155411269
1260,,,,,,,66.4889413970554
1261,,,,,,,66.52681333892848
1262,,,,,,,66.67581091638499
1263,,,,,,,66.71644525866435
1264,,,,,,,66.75485067863521
1265,,,,,,,66.84864836610062
1266,,,,,,,67.00174395970144
1267,,,,,,,67.09522372333895
1268,,,,,,,67.15411665537292
1269,,,,,,,67.16879287251997
1270,,,,,,,67.18838132564932
1271,,,,,,,67.24305725418782
1272,,,,,,,67.40976678175846
1273,,,,,,,67.49114813315332
1274,,,,,,,67.59583581616145
1275,,,,,,,67.58884288772192
1276,,,,,,,67.59137988787994
1277,,,,,,,67.7810475310972
1278,,,,,,,67.81150156287666
1279,,,,,,,67.8422407367378
1280,,,,,,,67.88881278691737
1281,,,,,,,67.89436398421397
1282,,,,,,,68.14357922556265
1283,,,,,,,68.19089331616689
1284,,,,,,,68.34433265724537
1285,,,,,,,68.37408512406995
1286,,,,,,,68.44666871286374
1287,,,,,,,68.49291378836041
1288,,,,,,,68.54980684559312
1289,,,,,,,68.56013984167639
1290,,,,,,,68.62289297720666
1291,,,,,,,68.71065752023992
1292,,,,,,,68.73678379627961
1293,,,,,,,68.8018884067307
1294,,,,,,,68.80394231892565
1295,,,,,,,68.89263913872128
1296,,,,,,,68.9137512353798
1297,,,,,,,68.93154313414468
1298,,,,,,,68.96698722234274
1299,,,,,,,68.99117237992476
1300,,,,,,,69.05614361897129
1301,,,,,,,69.13618852566668
1302,,,,,,,69.12891242917853
1303,,,,,,,69.15131261138542
1304,,,,,,,69.24860596634059
1305,,,,,,,69.3589715389532
1306,,,,,,,69.4157672458571
1307,,,,,,,69.4651173474212
1308,,,,,,,69.50385876805316
1309,,,,,,,69.49745390056684
1310,,,,,,,69.55075335021971
