,Timestep,Neural,Maximum,Greedy,Lazy,e-Neural,greedy
1311,,,,,,,69.56507585633167
1312,,,,,,,69.5757828426567
1313,,,,,,,69.6314730164745
1314,,,,,,,69.74529870880554
1315,,,,,,,69.7365292006611
1316,,,,,,,69.7420617163339
1317,,,,,,,69.82058130130604
1318,,,,,,,69.84472646191742
1319,,,,,,,69.91897920327497
1320,,,,,,,69.89924150473017
1321,,,,,,,69.98887484245428
1322,,,,,,,69.99888699668563
1323,,,,,,,70.07084309648585
1324,,,,,,,70.14117675007468
1325,,,,,,,70.12681049234794
1326,,,,,,,70.2467855392862
1327,,,,,,,70.36910211748723
1328,,,,,,,70.40959766371758
1329,,,,,,,70.48158131638893
1330,,,,,,,70.59433248111917
1331,,,,,,,70.59150637582596
1332,,,,,,,70.75931423149883
1333,,,,,,,70.87956822486926
1334,,,,,,,70.91859498003834
1335,,,,,,,70.92689045268291
1336,,,,,,,70.9477985989316
1337,,,,,,,70.94082141383612
1338,,,,,,,71.00535124008893
1339,,,,,,,71.03868464599212
1340,,,,,,,71.09873639663131
1341,,,,,,,71.15856805376959
1342,,,,,,,71.1809964570549
1343,,,,,,,71.24545762630667
1344,,,,,,,71.23318890013809
1345,,,,,,,71.20299002701725
1346,,,,,,,71.1875902021607
1347,,,,,,,71.23001149036868
1348,,,,,,,71.2742135440183
1349,,,,,,,71.29300155699688
1350,,,,,,,71.3024625033429
1351,,,,,,,71.36219087108422
1352,,,,,,,71.40884514534756
1353,,,,,,,71.49209146498184
1354,,,,,,,71.5142163982842
1355,,,,,,,71.5972039111477
1356,,,,,,,71.62499466625783
1357,,,,,,,71.66268177467335
1358,,,,,,,71.67520126764784
1359,,,,,,,71.7030005156079
1360,,,,,,,71.71971798944139
1361,,,,,,,71.74588093408394
1362,,,,,,,71.7302513366963
1363,,,,,,,71.79865439020973
1364,,,,,,,71.80541860441937
1365,,,,,,,71.85837127009601
1366,,,,,,,71.91277917714578
1367,,,,,,,71.90596263751281
1368,,,,,,,71.91360053487328
1369,,,,,,,71.89804860161112
1370,,,,,,,71.893085667053
1371,,,,,,,71.88784489048396
1372,,,,,,,71.90805052403832
1373,,,,,,,71.961060941292
1374,,,,,,,71.96580574368662
1375,,,,,,,71.97242618379109
1376,,,,,,,72.01197212060764
1377,,,,,,,72.01379004178833
1378,,,,,,,72.02621023595002
1379,,,,,,,72.03940572986973
1380,,,,,,,72.05486702551823
1381,,,,,,,72.0887407131895
1382,,,,,,,72.09647907575983
1383,,,,,,,72.14396592514592
1384,,,,,,,72.15601671295889
1385,,,,,,,72.19829270726837
1386,,,,,,,72.21220788346581
1387,,,,,,,72.23437194673815
1388,,,,,,,72.22320735870557
1389,,,,,,,72.2752007833127
1390,,,,,,,72.34019083070046
1391,,,,,,,72.34385233645513
1392,,,,,,,72.31864809898762
1393,,,,,,,72.30866157475363
1394,,,,,,,72.347507988627
1395,,,,,,,72.34030011293531
1396,,,,,,,72.3759442982927
1397,,,,,,,72.36677935830889
1398,,,,,,,72.45820408770156
1399,,,,,,,72.47619736082316
1400,,,,,,,72.50225538178155
1401,,,,,,,72.52613218963772
1402,,,,,,,72.52614440278633
1403,,,,,,,72.51609223918561
1404,,,,,,,72.54434797221813
1405,,,,,,,72.52687660206071
1406,,,,,,,72.52562554885932
1407,,,,,,,72.5390303079259
1408,,,,,,,72.68354243946958
1409,,,,,,,72.72080373531638
1410,,,,,,,72.7739280043396
1411,,,,,,,72.79237456074206
1412,,,,,,,72.84577345954982
1413,,,,,,,72.95900890128152
1414,,,,,,,72.95145799337851
1415,,,,,,,72.96158363216122
1416,,,,,,,73.06754295084963
1417,,,,,,,73.07855106021385
1418,,,,,,,73.11329537322564
1419,,,,,,,73.11681445659488
1420,,,,,,,73.13145693609523
1421,,,,,,,73.14036693905926
1422,,,,,,,73.17791688897097
1423,,,,,,,73.16611705142886
1424,,,,,,,73.23671116211854
1425,,,,,,,73.28875133339727
1426,,,,,,,73.28866996163049
1427,,,,,,,73.31557336833147
1428,,,,,,,73.46701235294357
1429,,,,,,,73.4576454153457
1430,,,,,,,73.47472792227013
1431,,,,,,,73.47438151114227
1432,,,,,,,73.47422469467124
1433,,,,,,,73.48481101092554
1434,,,,,,,73.47719558299517
1435,,,,,,,73.49883980518098
1436,,,,,,,73.47330214469086
1437,,,,,,,73.53695122931508
1438,,,,,,,73.56890657884298
1439,,,,,,,73.58123130154397
1440,,,,,,,73.60049530658311
1441,,,,,,,73.6129412086798
1442,,,,,,,73.72006640249177
1443,,,,,,,73.75307330031971
1444,,,,,,,73.76565157521826
1445,,,,,,,73.76147324318151
1446,,,,,,,73.79926178332768
1447,,,,,,,73.80505693164675
1448,,,,,,,73.81576404634927
1449,,,,,,,73.82659984249261
1450,,,,,,,73.89153669180264
1451,,,,,,,73.90303736126388
1452,,,,,,,73.93189793167815
1453,,,,,,,73.95793986243635
1454,,,,,,,74.01654073042194
1455,,,,,,,74.00707570158595
1456,,,,,,,74.02839843661289
1457,,,,,,,74.06908337079699
1458,,,,,,,74.06059442510883
1459,,,,,,,74.08537987662702
1460,,,,,,,74.08858940027011
1461,,,,,,,74.08640898879727
1462,,,,,,,74.10210128419418
1463,,,,,,,74.10639847833468
1464,,,,,,,74.13128908753703
1465,,,,,,,74.16382651200315
1466,,,,,,,74.23073040823476
1467,,,,,,,74.24018863234102
1468,,,,,,,74.24603787202655
1469,,,,,,,74.37282881512664
1470,,,,,,,74.36563864320895
1471,,,,,,,74.38172163738733
1472,,,,,,,74.4225090915454
1473,,,,,,,74.43343849152896
1474,,,,,,,74.39888723695044
1475,,,,,,,74.43768020072572
1476,,,,,,,74.45705683602459
1477,,,,,,,74.44643334120227
1478,,,,,,,74.51148674634737
1479,,,,,,,74.52865438937602
1480,,,,,,,74.58699212458849
1481,,,,,,,74.58828854673428
1482,,,,,,,74.61570819496774
1483,,,,,,,74.6050238368432
1484,,,,,,,74.6637588008447
1485,,,,,,,74.66978023140557
1486,,,,,,,74.66416892175098
1487,,,,,,,74.69947987069403
1488,,,,,,,74.70096517771707
1489,,,,,,,74.72398806726453
1490,,,,,,,74.7198703534153
1491,,,,,,,74.74849186389173
1492,,,,,,,74.81088972108866
1493,,,,,,,74.83649386108607
1494,,,,,,,74.90011331545249
1495,,,,,,,74.91700550754089
1496,,,,,,,74.89369994991827
1497,,,,,,,74.88085727590345
1498,,,,,,,74.87109522771327
1499,,,,,,,74.90884408470427
1500,,,,,,,74.92945558266094
1501,,,,,,,74.9343513745362
1502,,,,,,,74.92622006281059
1503,,,,,,,74.93977915249968
1504,,,,,,,75.00561381024808
1505,,,,,,,75.04834650484568
1506,,,,,,,75.05981999817415
1507,,,,,,,75.0584368400996
1508,,,,,,,75.13486739151836
1509,,,,,,,75.15307745976374
1510,,,,,,,75.13491306521622
1511,,,,,,,75.15820346938827
1512,,,,,,,75.17125927850864
1513,,,,,,,75.20239762564248
1514,,,,,,,75.27265975456194
1515,,,,,,,75.26214415474342
1516,,,,,,,75.30461199234588
1517,,,,,,,75.32441961221897
1518,,,,,,,75.31409288844574
1519,,,,,,,75.34424534627009
1520,,,,,,,75.35195979142348
1521,,,,,,,75.33482840278246
1522,,,,,,,75.35471586165787
1523,,,,,,,75.36558574676596
1524,,,,,,,75.404229094901
1525,,,,,,,75.43875251555437
1526,,,,,,,75.41963261298736
1527,,,,,,,75.4218111518787
1528,,,,,,,75.43032189556791
1529,,,,,,,75.53478756909227
1530,,,,,,,75.56709015694496
1531,,,,,,,75.60387298641842
1532,,,,,,,75.62697943086752
1533,,,,,,,75.68427799866228
1534,,,,,,,75.70485269305632
1535,,,,,,,75.70704528408083
1536,,,,,,,75.71425038104518
1537,,,,,,,75.71169932330017
1538,,,,,,,75.70990448832758
1539,,,,,,,75.73844801495981
1540,,,,,,,75.81970279000657
1541,,,,,,,75.81917145563541
1542,,,,,,,75.82765071660822
1543,,,,,,,75.8848760064464
1544,,,,,,,75.95958772823708
1545,,,,,,,76.02256720704034
1546,,,,,,,76.04930593129055
1547,,,,,,,76.04723375721552
1548,,,,,,,76.07208760002118
1549,,,,,,,76.04109823933652
1550,,,,,,,76.03928523797393
1551,,,,,,,76.03064894646602
1552,,,,,,,76.04386542483232
1553,,,,,,,76.12162971997108
1554,,,,,,,76.11736307535435
1555,,,,,,,76.11961849667398
1556,,,,,,,76.14216383540524
1557,,,,,,,76.14856012094714
1558,,,,,,,76.15070760337991
1559,,,,,,,76.20946757805422
1560,,,,,,,76.24068108076784
1561,,,,,,,76.25863173215329
1562,,,,,,,76.29998953120636
1563,,,,,,,76.31600239607242
1564,,,,,,,76.34872198058403
1565,,,,,,,76.3608490575038
1566,,,,,,,76.34816014252624
1567,,,,,,,76.33690749038684
1568,,,,,,,76.36731348573134
1569,,,,,,,76.3890567827393
1570,,,,,,,76.4168031690557
1571,,,,,,,76.40845349731055
1572,,,,,,,76.43135298356086
1573,,,,,,,76.41281662624432
1574,,,,,,,76.40622389437816
1575,,,,,,,76.46705161241665
1576,,,,,,,76.50695440023642
1577,,,,,,,76.52488896374668
1578,,,,,,,76.55791851985181
1579,,,,,,,76.61311957984687
1580,,,,,,,76.59060881033889
1581,,,,,,,76.58447907495645
1582,,,,,,,76.60833941649166
1583,,,,,,,76.66641316159382
1584,,,,,,,76.6840792923633
1585,,,,,,,76.6985900932509
1586,,,,,,,76.69964575260276
1587,,,,,,,76.69061953267826
1588,,,,,,,76.68293303427272
1589,,,,,,,76.65653806105801
1590,,,,,,,76.66778377285326
1591,,,,,,,76.66776378348592
1592,,,,,,,76.7222510120751
1593,,,,,,,76.76528317664611
1594,,,,,,,76.75773632799117
1595,,,,,,,76.8008799335196
1596,,,,,,,76.80117723418417
1597,,,,,,,76.82750056850212
1598,,,,,,,76.86118003367487
1599,,,,,,,76.9118402715653
1600,,,,,,,76.92552791308323
1601,,,,,,,76.90796006588138
1602,,,,,,,76.91529563346324
1603,,,,,,,76.90385194317578
1604,,,,,,,76.91764532498838
1605,,,,,,,76.9153500760178
1606,,,,,,,76.89916871269702
1607,,,,,,,76.93933983147033
1608,,,,,,,76.91662387692226
1609,,,,,,,76.92835141148443
1610,,,,,,,76.94650705106228
1611,,,,,,,76.95020208157223
1612,,,,,,,76.93717531433813
1613,,,,,,,76.97743776476159
1614,,,,,,,76.99416732591088
1615,,,,,,,77.05846121424645
1616,,,,,,,77.04108651144018
1617,,,,,,,77.04055760661035
1618,,,,,,,77.05900274112481
1619,,,,,,,77.08950111124962
1620,,,,,,,77.10573878696268
1621,,,,,,,77.1093085659136
1622,,,,,,,77.10699617102658
1623,,,,,,,77.08588075740056
1624,,,,,,,77.09776059040348
1625,,,,,,,77.11614612243199
1626,,,,,,,77.1124008306098
1627,,,,,,,77.12700642529146
1628,,,,,,,77.12322993041627
1629,,,,,,,77.12633826863087
1630,,,,,,,77.17341655651882
1631,,,,,,,77.16626629789225
1632,,,,,,,77.15649839511761
1633,,,,,,,77.23334122018996
1634,,,,,,,77.23682701364696
1635,,,,,,,77.23019772321285
1636,,,,,,,77.22015619187418
1637,,,,,,,77.232518726455
1638,,,,,,,77.20793616533668
1639,,,,,,,77.20968281560062
1640,,,,,,,77.20972065288767
1641,,,,,,,77.21213423354804
1642,,,,,,,77.1929385352855
1643,,,,,,,77.17258651944334
1644,,,,,,,77.18475602849813
1645,,,,,,,77.20979627680406
1646,,,,,,,77.21510432799752
1647,,,,,,,77.20037705663353
1648,,,,,,,77.22653363589534
1649,,,,,,,77.26886822842815
1650,,,,,,,77.27650478154327
1651,,,,,,,77.29874802426892
1652,,,,,,,77.32423636268692
1653,,,,,,,77.38282661803058
1654,,,,,,,77.37379319204429
1655,,,,,,,77.39126916351029
1656,,,,,,,77.41389244244598
1657,,,,,,,77.42432252918908
1658,,,,,,,77.42634306752738
1659,,,,,,,77.43078316729527
1660,,,,,,,77.41089940777577
1661,,,,,,,77.40986302253967
1662,,,,,,,77.39446250154732
1663,,,,,,,77.37355999584015
1664,,,,,,,77.3741436191011
1665,,,,,,,77.40753153606748
1666,,,,,,,77.41685180905115
1667,,,,,,,77.40848821003476
1668,,,,,,,77.40565050994454
1669,,,,,,,77.38754190052668
1670,,,,,,,77.38676394585566
1671,,,,,,,77.396399368258
1672,,,,,,,77.40680107760068
1673,,,,,,,77.42222285373664
1674,,,,,,,77.42860633732191
1675,,,,,,,77.43824638695095
1676,,,,,,,77.45655671310216
1677,,,,,,,77.49445802848861
1678,,,,,,,77.55555474435539
1679,,,,,,,77.57201161100532
1680,,,,,,,77.60703556528908
1681,,,,,,,77.58826101028801
1682,,,,,,,77.60612650471023
1683,,,,,,,77.63536929383244
1684,,,,,,,77.64513144268237
1685,,,,,,,77.63104655544592
1686,,,,,,,77.63563574349723
1687,,,,,,,77.62286307650741
1688,,,,,,,77.62251653149143
1689,,,,,,,77.64007963228617
1690,,,,,,,77.63371966693548
1691,,,,,,,77.66026035219204
1692,,,,,,,77.67232287940692
1693,,,,,,,77.68092581795244
1694,,,,,,,77.68424548155087
1695,,,,,,,77.71620583239422
1696,,,,,,,77.75449273916242
1697,,,,,,,77.76584761038323
1698,,,,,,,77.79780325017106
1699,,,,,,,77.80530432941953
1700,,,,,,,77.81329987803416
1701,,,,,,,77.80930628992644
1702,,,,,,,77.81131304621942
1703,,,,,,,77.83402226870732
1704,,,,,,,77.81813469171156
1705,,,,,,,77.81193536165206
1706,,,,,,,77.7984478709036
1707,,,,,,,77.81428138795283
1708,,,,,,,77.82132046083717
1709,,,,,,,77.83025834986042
1710,,,,,,,77.87214000066606
1711,,,,,,,77.88319011124094
1712,,,,,,,77.88027109418715
1713,,,,,,,77.89854218822757
1714,,,,,,,77.89893176654293
1715,,,,,,,77.91890606203731
1716,,,,,,,77.95632466963228
1717,,,,,,,77.9533604081417
1718,,,,,,,77.94495728676681
1719,,,,,,,77.96009079295315
1720,,,,,,,77.95092700228417
1721,,,,,,,77.95218548036586
1722,,,,,,,77.9470508199383
1723,,,,,,,77.96094855572125
1724,,,,,,,78.038515276868
1725,,,,,,,78.05485799883053
1726,,,,,,,78.06149308585915
1727,,,,,,,78.08848243740799
1728,,,,,,,78.07857195071266
1729,,,,,,,78.06036238506135
1730,,,,,,,78.06018427644041
1731,,,,,,,78.08799959952182
1732,,,,,,,78.10289322301631
1733,,,,,,,78.14140174000471
1734,,,,,,,78.14142567235487
1735,,,,,,,78.1509014693966
1736,,,,,,,78.1587402172766
1737,,,,,,,78.17360780790099
1738,,,,,,,78.21924486390533
1739,,,,,,,78.2227303045634
1740,,,,,,,78.20647338139668
1741,,,,,,,78.21913425538283
1742,,,,,,,78.23163016462743
1743,,,,,,,78.29235924346719
1744,,,,,,,78.29942054675806
1745,,,,,,,78.34960194491265
1746,,,,,,,78.35529568720436
1747,,,,,,,78.37120270380768
1748,,,,,,,78.37296747830752
1749,,,,,,,78.37497100425304
1750,,,,,,,78.3741077216323
1751,,,,,,,78.40227283456552
1752,,,,,,,78.41346968585552
1753,,,,,,,78.40586007691662
1754,,,,,,,78.38559233497345
1755,,,,,,,78.39713995462017
1756,,,,,,,78.37983089667544
1757,,,,,,,78.36839183734014
1758,,,,,,,78.38173007893371
1759,,,,,,,78.38197262006601
1760,,,,,,,78.37312206423177
1761,,,,,,,78.39454392767101
1762,,,,,,,78.37777568575454
1763,,,,,,,78.39868464955195
1764,,,,,,,78.41772710339885
1765,,,,,,,78.40766560815807
1766,,,,,,,78.43712103246796
1767,,,,,,,78.43358363875457
1768,,,,,,,78.44244787473819
1769,,,,,,,78.43353719069644
1770,,,,,,,78.45116042498199
1771,,,,,,,78.44851886729214
1772,,,,,,,78.45750185556437
1773,,,,,,,78.45410433933561
1774,,,,,,,78.44057441779344
1775,,,,,,,78.46259630445469
1776,,,,,,,78.46906951422174
1777,,,,,,,78.48789134692542
1778,,,,,,,78.49547364842337
1779,,,,,,,78.50965916219172
1780,,,,,,,78.51866733603495
1781,,,,,,,78.580793024222
1782,,,,,,,78.58775943094493
1783,,,,,,,78.60028797756985
1784,,,,,,,78.61304868150772
1785,,,,,,,78.6147082718134
1786,,,,,,,78.61049719137563
1787,,,,,,,78.61930917409053
1788,,,,,,,78.64625316503526
1789,,,,,,,78.6539884307801
1790,,,,,,,78.6611446641567
1791,,,,,,,78.65808655771629
1792,,,,,,,78.66696851703756
1793,,,,,,,78.66914726591922
1794,,,,,,,78.67998717808184
1795,,,,,,,78.70973464707045
1796,,,,,,,78.72682670599819
1797,,,,,,,78.72103631350053
1798,,,,,,,78.72324232132868
1799,,,,,,,78.72891340324753
1800,,,,,,,78.71129258352019
1801,,,,,,,78.7179258250538
1802,,,,,,,78.69695357894027
1803,,,,,,,78.71046796422416
1804,,,,,,,78.71250387459759
1805,,,,,,,78.70165837222288
1806,,,,,,,78.69170100041683
1807,,,,,,,78.68582126774179
1808,,,,,,,78.66165018360236
1809,,,,,,,78.67236951547763
1810,,,,,,,78.66862977452128
1811,,,,,,,78.66793320714125
1812,,,,,,,78.66852706602647
1813,,,,,,,78.67093172309811
1814,,,,,,,78.69871275992534
1815,,,,,,,78.69620717334847
1816,,,,,,,78.7110953314369
1817,,,,,,,78.7663152597317
1818,,,,,,,78.74883225062148
1819,,,,,,,78.76866202843271
1820,,,,,,,78.79373759751861
1821,,,,,,,78.79509383219902
1822,,,,,,,78.79083981008934
1823,,,,,,,78.79306707765882
1824,,,,,,,78.80031424131556
1825,,,,,,,78.78545711463909
1826,,,,,,,78.82125502953714
1827,,,,,,,78.83723018429903
1828,,,,,,,78.82754096625325
1829,,,,,,,78.87235960561814
1830,,,,,,,78.89330122727343
1831,,,,,,,78.89730882208731
1832,,,,,,,78.93165240051071
1833,,,,,,,78.91564747511055
1834,,,,,,,78.90279050877919
1835,,,,,,,78.91764958139233
1836,,,,,,,78.93796677852556
1837,,,,,,,78.93114760275736
1838,,,,,,,78.92218651415173
1839,,,,,,,78.91215519728263
1840,,,,,,,78.89851222014767
1841,,,,,,,78.89142860938367
1842,,,,,,,78.88981685723712
1843,,,,,,,78.90570205399193
1844,,,,,,,78.91209296165086
1845,,,,,,,78.89381408603387
1846,,,,,,,78.87876765948558
1847,,,,,,,78.88381907331964
1848,,,,,,,78.87259298140656
1849,,,,,,,78.87746373659739
1850,,,,,,,78.8767983338137
1851,,,,,,,78.88754020434119
1852,,,,,,,78.88969943212079
1853,,,,,,,78.90089995065789
1854,,,,,,,78.90940769669756
1855,,,,,,,78.9051722620072
1856,,,,,,,78.91748871686222
1857,,,,,,,78.928335655529
1858,,,,,,,78.96387657672913
1859,,,,,,,78.96812501557952
1860,,,,,,,79.00664121005833
1861,,,,,,,79.00110976972805
1862,,,,,,,78.98898561864742
1863,,,,,,,78.99221792799283
1864,,,,,,,78.98639029325786
1865,,,,,,,78.99946954853542
1866,,,,,,,79.00400266540478
1867,,,,,,,79.06122858049737
1868,,,,,,,79.0660576263164
1869,,,,,,,79.05933316196385
1870,,,,,,,79.10146478243385
1871,,,,,,,79.1003060725134
1872,,,,,,,79.12846431045635
1873,,,,,,,79.13591262474533
1874,,,,,,,79.1306234591644
1875,,,,,,,79.12272100183726
1876,,,,,,,79.1120610585549
1877,,,,,,,79.14645384191938
1878,,,,,,,79.14406313087231
1879,,,,,,,79.14620217071189
1880,,,,,,,79.14692932554635
1881,,,,,,,79.14988367737355
1882,,,,,,,79.17024574697838
1883,,,,,,,79.17235345397326
1884,,,,,,,79.16264988986566
1885,,,,,,,79.15934357293072
1886,,,,,,,79.15495774722035
1887,,,,,,,79.15296665000942
1888,,,,,,,79.14641370695765
1889,,,,,,,79.14169770290957
1890,,,,,,,79.12902555341428
1891,,,,,,,79.13430270456975
1892,,,,,,,79.11940127421406
1893,,,,,,,79.12791386862217
1894,,,,,,,79.13391148485522
1895,,,,,,,79.1428783536897
1896,,,,,,,79.14831239690598
1897,,,,,,,79.15787165604051
1898,,,,,,,79.16232020170695
1899,,,,,,,79.15810402007794
1900,,,,,,,79.17557486603516
1901,,,,,,,79.18108182570344
1902,,,,,,,79.25306620692919
1903,,,,,,,79.2523642226747
1904,,,,,,,79.24476568080479
1905,,,,,,,79.2520923573637
1906,,,,,,,79.27584149965074
1907,,,,,,,79.28005518551933
1908,,,,,,,79.34416920680711
1909,,,,,,,79.33484959727332
1910,,,,,,,79.3162190384097
1911,,,,,,,79.3200641131502
1912,,,,,,,79.32053093094461
1913,,,,,,,79.32448695056038
1914,,,,,,,79.31721528303635
1915,,,,,,,79.32873697513533
1916,,,,,,,79.32381012668095
1917,,,,,,,79.33000468624962
1918,,,,,,,79.3418371089843
1919,,,,,,,79.34736306071851
1920,,,,,,,79.34529403038292
1921,,,,,,,79.34333030066578
1922,,,,,,,79.35920929253987
1923,,,,,,,79.40418275973303
1924,,,,,,,79.39048632799742
1925,,,,,,,79.39562927878559
1926,,,,,,,79.41812490378476
1927,,,,,,,79.42609730714777
1928,,,,,,,79.42563630159773
1929,,,,,,,79.43472083147698
1930,,,,,,,79.42138512442762
1931,,,,,,,79.50642272426707
1932,,,,,,,79.49138689531111
1933,,,,,,,79.48386704124509
1934,,,,,,,79.49266732584852
1935,,,,,,,79.49633723336179
1936,,,,,,,79.50325693885266
1937,,,,,,,79.50746206959747
1938,,,,,,,79.54141284377755
1939,,,,,,,79.53721379451589
1940,,,,,,,79.52999333482305
1941,,,,,,,79.52419155901234
1942,,,,,,,79.51522199410851
1943,,,,,,,79.5340491368106
1944,,,,,,,79.52961374502513
1945,,,,,,,79.52075829905984
1946,,,,,,,79.59198824413645
1947,,,,,,,79.59190757593993
1948,,,,,,,79.58785511727922
1949,,,,,,,79.61180252776458
1950,,,,,,,79.6142720183597
1951,,,,,,,79.62349763328285
1952,,,,,,,79.63630341110719
1953,,,,,,,79.64180335582846
1954,,,,,,,79.66750016892126
1955,,,,,,,79.67201631007539
1956,,,,,,,79.67318408762688
1957,,,,,,,79.65469250563243
1958,,,,,,,79.64927252247318
1959,,,,,,,79.6529124752253
1960,,,,,,,79.66825803691493
1961,,,,,,,79.67354939947559
1962,,,,,,,79.65891507748947
1963,,,,,,,79.69499093341656
1964,,,,,,,79.70184557454472
1965,,,,,,,79.724176628309
1966,,,,,,,79.74043820832006
1967,,,,,,,79.8299747619257
1968,,,,,,,79.8193956779841
1969,,,,,,,79.81174842851473
1970,,,,,,,79.84876764007228
1971,,,,,,,79.83777887301405
1972,,,,,,,79.8208228791436
1973,,,,,,,79.84048321942288
1974,,,,,,,79.86197349968054
1975,,,,,,,79.85655306301062
1976,,,,,,,79.86313631998814
1977,,,,,,,79.8766532704849
1978,,,,,,,79.87255508681417
1979,,,,,,,79.90286640327238
1980,,,,,,,79.93976202225323
1981,,,,,,,79.96652522578107
1982,,,,,,,79.96166074703389
1983,,,,,,,79.96892005632613
1984,,,,,,,79.99759256552565
1985,,,,,,,80.01063604886538
1986,,,,,,,79.99101834961431
1987,,,,,,,80.00490906511914
1988,,,,,,,80.01747152454492
1989,,,,,,,80.02993247175955
1990,,,,,,,80.02438164299038
1991,,,,,,,80.0213331800406
1992,,,,,,,80.0326015071629
1993,,,,,,,80.04811183400062
1994,,,,,,,80.11377768402507
1995,,,,,,,80.09623421444752
1996,,,,,,,80.10061781905242
1997,,,,,,,80.10237998347672
1998,,,,,,,80.12279842349861
1999,,,,,,,80.1190715378143
